person_id,name,gender,birth_year,death_year,biography,generation,genealogy_id,birth_family_id
33568,李荣,M,1746,,历经风雨，坚韧不拔，白手起家。,10,1,
33569,李莲,F,1763,,经商有道，诚信经营，富甲一方。,11,1,9559
33570,李红,F,1763,1839,精通医术，悬壶济世，救人无数。,11,1,9559
33571,李英,F,1770,1829,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9559
33572,李珍,M,1734,1807,性情温和，与邻为善，家庭和睦。,10,1,
33573,李磊,M,1756,1827,投笔从戎，保家卫国，战功赫赫。,11,1,9560
33574,李华,F,1737,,性情温和，与邻为善，家庭和睦。,10,1,
33575,李海,M,1772,1831,精于农事，善于经营，家道日益兴旺。,11,1,9561
33576,李云,F,1736,1802,潜心学问，著述丰富，为后世留下宝贵文化遗产。,10,1,
33577,李莉,F,1763,1817,一生勤劳朴实，耕读传家。,11,1,9562
33578,李艳,M,1761,1831,经商有道，诚信经营，富甲一方。,11,1,9562
33579,李静,M,1769,,精通医术，悬壶济世，救人无数。,11,1,9562
33580,李磊,M,1768,1827,学识渊博，教书育人，桃李满天下。,11,1,9562
33581,李莺,F,1745,1802,投笔从戎，保家卫国，战功赫赫。,10,1,
33582,李霞,F,1770,1841,精于农事，善于经营，家道日益兴旺。,11,1,9563
33583,李环,F,1779,1852,经商有道，诚信经营，富甲一方。,11,1,9563
33584,李洋,M,1771,,性情温和，与邻为善，家庭和睦。,11,1,9563
33585,李桂,M,1743,1814,学识渊博，教书育人，桃李满天下。,10,1,
33586,李勇,M,1777,1857,一生勤劳朴实，耕读传家。,11,1,9564
33587,李超,M,1764,1819,精通医术，悬壶济世，救人无数。,11,1,9564
33588,李霞,F,1741,1813,一生勤劳朴实，耕读传家。,10,1,
33589,李云,F,1772,1840,投笔从戎，保家卫国，战功赫赫。,11,1,9565
33590,李霞,M,1761,,经商有道，诚信经营，富甲一方。,11,1,9565
33591,李莲,F,1763,1848,精通医术，悬壶济世，救人无数。,11,1,9565
33592,李芳,F,1728,1813,一生勤劳朴实，耕读传家。,10,1,
33593,李燕,M,1755,1833,经商有道，诚信经营，富甲一方。,11,1,9566
33594,李伟,M,1746,1823,历经风雨，坚韧不拔，白手起家。,10,1,
33595,李杰,M,1763,1822,经商有道，诚信经营，富甲一方。,11,1,9567
33596,李兰,F,1733,,性情温和，与邻为善，家庭和睦。,10,1,
33597,李平,M,1758,1829,投笔从戎，保家卫国，战功赫赫。,11,1,9568
33598,李珍,M,1755,1822,投笔从戎，保家卫国，战功赫赫。,11,1,9568
33599,李华,F,1760,1822,投笔从戎，保家卫国，战功赫赫。,11,1,9568
33600,李建,M,1753,1836,性情温和，与邻为善，家庭和睦。,11,1,9568
33601,李凤,F,1728,1807,投笔从戎，保家卫国，战功赫赫。,10,1,
33602,李媛,F,1764,1848,性情温和，与邻为善，家庭和睦。,11,1,9569
33603,李艳,M,1767,1835,性情温和，与邻为善，家庭和睦。,11,1,9569
33604,李兰,F,1767,1844,性情温和，与邻为善，家庭和睦。,11,1,9569
33605,李荣,F,1740,1825,学识渊博，教书育人，桃李满天下。,10,1,
33606,李芳,M,1763,1828,一生勤劳朴实，耕读传家。,11,1,9570
33607,李环,F,1762,1833,经商有道，诚信经营，富甲一方。,11,1,9570
33608,李云,M,1767,1831,历经风雨，坚韧不拔，白手起家。,11,1,9570
33609,李涛,M,1738,1797,投笔从戎，保家卫国，战功赫赫。,10,1,
33610,李志,M,1774,1845,历经风雨，坚韧不拔，白手起家。,11,1,9571
33611,李兰,F,1766,1825,性情温和，与邻为善，家庭和睦。,11,1,9571
33612,李玉,F,1742,1797,精于农事，善于经营，家道日益兴旺。,10,1,
33613,李艳,F,1767,1838,学识渊博，教书育人，桃李满天下。,11,1,9572
33614,李秀,M,1748,1820,潜心学问，著述丰富，为后世留下宝贵文化遗产。,10,1,
33615,李环,F,1778,1839,经商有道，诚信经营，富甲一方。,11,1,9573
33616,李娜,M,1778,1857,投笔从戎，保家卫国，战功赫赫。,11,1,9573
33617,李霞,F,1730,1808,一生勤劳朴实，耕读传家。,10,1,
33618,李凤,F,1766,1844,历经风雨，坚韧不拔，白手起家。,11,1,9574
33619,李玉,M,1756,1840,经商有道，诚信经营，富甲一方。,11,1,9574
33620,李玲,F,1739,1824,精于农事，善于经营，家道日益兴旺。,10,1,
33621,李月,F,1775,1843,性情温和，与邻为善，家庭和睦。,11,1,9575
33622,李佳,F,1770,1827,精通医术，悬壶济世，救人无数。,11,1,9575
33623,李丽,M,1773,,学识渊博，教书育人，桃李满天下。,11,1,9575
33624,李军,M,1762,,学识渊博，教书育人，桃李满天下。,11,1,9575
33625,李建,M,1733,1788,经商有道，诚信经营，富甲一方。,10,1,
33626,李洋,M,1751,,性情温和，与邻为善，家庭和睦。,11,1,9576
33627,李云,F,1756,1806,精于农事，善于经营，家道日益兴旺。,11,1,9576
33628,李兰,F,1755,1806,精于农事，善于经营，家道日益兴旺。,11,1,9576
33629,李霞,M,1749,1820,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9576
33630,李艳,F,1742,1807,精通医术，悬壶济世，救人无数。,10,1,
33631,李美,F,1773,,投笔从戎，保家卫国，战功赫赫。,11,1,9577
33632,李莺,F,1769,1831,历经风雨，坚韧不拔，白手起家。,11,1,9577
33633,李梅,F,1748,1814,为人正直，乐于助人，在乡里享有崇高威望。,10,1,
33634,李超,M,1773,1831,精于农事，善于经营，家道日益兴旺。,11,1,9578
33635,李艳,M,1741,1803,经商有道，诚信经营，富甲一方。,10,1,
33636,李燕,F,1774,1855,精于农事，善于经营，家道日益兴旺。,11,1,9579
33637,李文,M,1779,,精通医术，悬壶济世，救人无数。,11,1,9579
33638,李红,F,1768,1821,精通医术，悬壶济世，救人无数。,11,1,9579
33639,李凤,F,1768,,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9579
33640,李涛,M,1756,1834,历经风雨，坚韧不拔，白手起家。,10,1,
33641,李海,M,1784,,一生勤劳朴实，耕读传家。,11,1,9580
33642,李霞,F,1774,1832,一生勤劳朴实，耕读传家。,11,1,9580
33643,李燕,F,1774,1852,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9580
33644,李巧,F,1749,1834,潜心学问，著述丰富，为后世留下宝贵文化遗产。,10,1,
33645,李素,F,1773,1853,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9581
33646,李艳,M,1774,1825,历经风雨，坚韧不拔，白手起家。,11,1,9581
33647,李英,F,1761,1819,精通医术，悬壶济世，救人无数。,10,1,
33648,李静,M,1791,1864,历经风雨，坚韧不拔，白手起家。,11,1,9582
33649,李洋,M,1751,1815,精于农事，善于经营，家道日益兴旺。,10,1,
33650,李敏,M,1774,1852,投笔从戎，保家卫国，战功赫赫。,11,1,9583
33651,李建,M,1770,,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9583
33652,李荣,F,1775,1838,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9583
33653,李芳,M,1767,,经商有道，诚信经营，富甲一方。,11,1,9583
33654,李美,F,1762,1830,精通医术，悬壶济世，救人无数。,10,1,
33655,李刚,M,1779,1863,历经风雨，坚韧不拔，白手起家。,11,1,9584
33656,李玉,M,1781,1865,学识渊博，教书育人，桃李满天下。,11,1,9584
33657,李兰,F,1750,1803,一生勤劳朴实，耕读传家。,10,1,
33658,李华,M,1787,1856,投笔从戎，保家卫国，战功赫赫。,11,1,9585
33659,李嘉,F,1787,1870,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9585
33660,李巧,F,1775,1848,历经风雨，坚韧不拔，白手起家。,11,1,9585
33661,李杰,M,1776,1858,投笔从戎，保家卫国，战功赫赫。,11,1,9585
33662,李英,F,1748,1819,性情温和，与邻为善，家庭和睦。,10,1,
33663,李琳,F,1781,,精于农事，善于经营，家道日益兴旺。,11,1,9586
33664,李伟,M,1745,1817,潜心学问，著述丰富，为后世留下宝贵文化遗产。,10,1,
33665,李美,F,1773,1847,投笔从戎，保家卫国，战功赫赫。,11,1,9587
33666,李霞,F,1748,1805,历经风雨，坚韧不拔，白手起家。,10,1,
33667,李霞,F,1773,1854,经商有道，诚信经营，富甲一方。,11,1,9588
33668,李嘉,F,1775,1825,投笔从戎，保家卫国，战功赫赫。,11,1,9588
33669,李秀,M,1766,1831,历经风雨，坚韧不拔，白手起家。,11,1,9588
33670,李云,M,1742,1797,为人正直，乐于助人，在乡里享有崇高威望。,10,1,
33671,李平,M,1781,1863,精通医术，悬壶济世，救人无数。,11,1,9589
33672,李敏,M,1778,,历经风雨，坚韧不拔，白手起家。,11,1,9589
33673,李莲,F,1780,1845,精通医术，悬壶济世，救人无数。,11,1,9589
33674,李强,M,1746,1800,潜心学问，著述丰富，为后世留下宝贵文化遗产。,10,1,
33675,李英,M,1772,1849,学识渊博，教书育人，桃李满天下。,11,1,9590
33676,李文,M,1778,1855,精于农事，善于经营，家道日益兴旺。,11,1,9590
33677,李兰,F,1751,1808,为人正直，乐于助人，在乡里享有崇高威望。,10,1,
33678,李燕,F,1781,1834,历经风雨，坚韧不拔，白手起家。,11,1,9591
33679,李秀,M,1786,1868,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9591
33680,李丽,M,1784,1847,投笔从戎，保家卫国，战功赫赫。,11,1,9591
33681,李莺,F,1760,1837,精通医术，悬壶济世，救人无数。,10,1,
33682,李梅,F,1781,1863,一生勤劳朴实，耕读传家。,11,1,9592
33683,李华,F,1748,1828,性情温和，与邻为善，家庭和睦。,10,1,
33684,李磊,M,1768,1843,经商有道，诚信经营，富甲一方。,11,1,9593
33685,李莺,F,1768,1849,精于农事，善于经营，家道日益兴旺。,11,1,9593
33686,李凡,F,1766,1816,精通医术，悬壶济世，救人无数。,11,1,9593
33687,李玲,M,1764,1828,投笔从戎，保家卫国，战功赫赫。,11,1,9593
33688,李琳,F,1744,1794,性情温和，与邻为善，家庭和睦。,10,1,
33689,李静,M,1771,1829,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9594
33690,李伟,M,1770,1838,一生勤劳朴实，耕读传家。,11,1,9594
33691,李凤,F,1736,1803,精于农事，善于经营，家道日益兴旺。,10,1,
33692,李慧,F,1768,,性情温和，与邻为善，家庭和睦。,11,1,9595
33693,李华,M,1759,1818,学识渊博，教书育人，桃李满天下。,11,1,9595
33694,李玉,M,1767,1828,学识渊博，教书育人，桃李满天下。,11,1,9595
33695,李洋,M,1772,1839,性情温和，与邻为善，家庭和睦。,11,1,9595
33696,李琳,F,1743,1811,历经风雨，坚韧不拔，白手起家。,10,1,
33697,李雪,F,1770,1842,性情温和，与邻为善，家庭和睦。,11,1,9596
33698,李巧,F,1771,1834,学识渊博，教书育人，桃李满天下。,11,1,9596
33699,李英,M,1766,1843,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9596
33700,李超,M,1770,1855,性情温和，与邻为善，家庭和睦。,11,1,9596
33701,李明,M,1748,1829,一生勤劳朴实，耕读传家。,10,1,
33702,李艳,M,1778,1837,经商有道，诚信经营，富甲一方。,11,1,9597
33703,李娟,F,1779,,投笔从戎，保家卫国，战功赫赫。,11,1,9597
33704,李瑞,F,1749,1821,精于农事，善于经营，家道日益兴旺。,10,1,
33705,李明,M,1782,,精于农事，善于经营，家道日益兴旺。,11,1,9598
33706,李艳,F,1778,1846,精于农事，善于经营，家道日益兴旺。,11,1,9598
33707,李珍,F,1769,1823,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9598
33708,李莺,F,1744,1796,学识渊博，教书育人，桃李满天下。,10,1,
33709,李芳,F,1775,,精于农事，善于经营，家道日益兴旺。,11,1,9599
33710,李环,F,1773,1842,经商有道，诚信经营，富甲一方。,11,1,9599
33711,李旭,M,1755,1834,性情温和，与邻为善，家庭和睦。,10,1,
33712,李海,M,1791,1871,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9600
33713,李玲,M,1788,1856,精于农事，善于经营，家道日益兴旺。,11,1,9600
33714,李艳,F,1789,1854,投笔从戎，保家卫国，战功赫赫。,11,1,9600
33715,李静,M,1754,1817,学识渊博，教书育人，桃李满天下。,10,1,
33716,李环,F,1784,,一生勤劳朴实，耕读传家。,11,1,9601
33717,李雪,M,1762,1823,投笔从戎，保家卫国，战功赫赫。,10,1,
33718,李玲,F,1787,,性情温和，与邻为善，家庭和睦。,11,1,9602
33719,李秀,M,1787,1857,经商有道，诚信经营，富甲一方。,11,1,9602
33720,李梅,M,1780,1845,性情温和，与邻为善，家庭和睦。,11,1,9602
33721,李月,F,1781,1832,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9602
33722,李艳,F,1756,1823,历经风雨，坚韧不拔，白手起家。,10,1,
33723,李兰,F,1783,1835,精于农事，善于经营，家道日益兴旺。,11,1,9603
33724,李丽,M,1775,,性情温和，与邻为善，家庭和睦。,11,1,9603
33725,李梅,M,1756,1834,历经风雨，坚韧不拔，白手起家。,10,1,
33726,李兰,F,1786,,投笔从戎，保家卫国，战功赫赫。,11,1,9604
33727,李秀,M,1790,1840,投笔从戎，保家卫国，战功赫赫。,11,1,9604
33728,李艳,F,1794,1866,学识渊博，教书育人，桃李满天下。,11,1,9604
33729,李玉,F,1787,1860,投笔从戎，保家卫国，战功赫赫。,11,1,9604
33730,李英,F,1761,1823,学识渊博，教书育人，桃李满天下。,10,1,
33731,李洋,M,1790,1847,投笔从戎，保家卫国，战功赫赫。,11,1,9605
33732,李兰,M,1786,1865,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9605
33733,李凤,F,1785,1868,历经风雨，坚韧不拔，白手起家。,11,1,9605
33734,李燕,F,1757,1808,历经风雨，坚韧不拔，白手起家。,10,1,
33735,李平,M,1785,1847,精通医术，悬壶济世，救人无数。,11,1,9606
33736,李芳,M,1781,1835,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9606
33737,李凤,F,1775,1834,学识渊博，教书育人，桃李满天下。,11,1,9606
33738,李梅,M,1788,1854,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9606
33739,李文,M,1750,1819,学识渊博，教书育人，桃李满天下。,10,1,
33740,李英,M,1776,1859,投笔从戎，保家卫国，战功赫赫。,11,1,9607
33741,李珍,F,1757,1824,性情温和，与邻为善，家庭和睦。,10,1,
33742,李勇,M,1786,1844,投笔从戎，保家卫国，战功赫赫。,11,1,9608
33743,李荣,F,1783,1856,学识渊博，教书育人，桃李满天下。,11,1,9608
33744,李玲,M,1794,1873,性情温和，与邻为善，家庭和睦。,11,1,9608
33745,李嘉,F,1791,1865,精通医术，悬壶济世，救人无数。,11,1,9608
33746,李超,M,1760,1814,经商有道，诚信经营，富甲一方。,10,1,
33747,李军,M,1788,1860,经商有道，诚信经营，富甲一方。,11,1,9609
33748,李珍,F,1785,,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9609
33749,李荣,F,1781,1858,精通医术，悬壶济世，救人无数。,11,1,9609
33750,李荣,F,1758,1827,精通医术，悬壶济世，救人无数。,10,1,
33751,李兰,F,1791,1853,历经风雨，坚韧不拔，白手起家。,11,1,9610
33752,李云,F,1794,1876,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9610
33753,李云,F,1784,1855,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9610
33754,李霞,F,1791,1876,精于农事，善于经营，家道日益兴旺。,11,1,9610
33755,李明,M,1756,1822,一生勤劳朴实，耕读传家。,10,1,
33756,李贞,F,1793,1867,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9611
33757,李妹,F,1794,1858,一生勤劳朴实，耕读传家。,11,1,9611
33758,李洁,F,1793,1866,一生勤劳朴实，耕读传家。,11,1,9611
33759,李桂,M,1789,1849,一生勤劳朴实，耕读传家。,11,1,9611
33760,李华,M,1752,1811,历经风雨，坚韧不拔，白手起家。,10,1,
33761,李玉,M,1781,1846,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9612
33762,李兰,F,1764,1826,一生勤劳朴实，耕读传家。,10,1,
33763,李文,M,1796,1851,精通医术，悬壶济世，救人无数。,11,1,9613
33764,李海,M,1794,1862,一生勤劳朴实，耕读传家。,11,1,9613
33765,李建,M,1791,1874,一生勤劳朴实，耕读传家。,11,1,9613
33766,李巧,F,1790,1870,历经风雨，坚韧不拔，白手起家。,11,1,9613
33767,李燕,F,1753,1835,学识渊博，教书育人，桃李满天下。,10,1,
33768,李荣,F,1772,1829,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9614
33769,李萍,F,1773,1830,经商有道，诚信经营，富甲一方。,11,1,9614
33770,李佳,F,1754,1836,性情温和，与邻为善，家庭和睦。,10,1,
33771,李雪,F,1781,1845,学识渊博，教书育人，桃李满天下。,11,1,9615
33772,李桂,M,1781,1856,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9615
33773,李燕,M,1778,1858,经商有道，诚信经营，富甲一方。,11,1,9615
33774,李霞,F,1759,1820,一生勤劳朴实，耕读传家。,10,1,
33775,李巧,F,1789,1867,投笔从戎，保家卫国，战功赫赫。,11,1,9616
33776,李燕,M,1764,1843,性情温和，与邻为善，家庭和睦。,10,1,
33777,李秀,M,1785,1852,学识渊博，教书育人，桃李满天下。,11,1,9617
33778,李珍,M,1790,1857,性情温和，与邻为善，家庭和睦。,11,1,9617
33779,李华,M,1787,,投笔从戎，保家卫国，战功赫赫。,11,1,9617
33780,李凡,F,1770,1853,潜心学问，著述丰富，为后世留下宝贵文化遗产。,10,1,
33781,李真,F,1792,,历经风雨，坚韧不拔，白手起家。,11,1,9618
33782,李建,M,1790,1845,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9618
33783,李海,M,1792,1855,性情温和，与邻为善，家庭和睦。,11,1,9618
33784,李洁,F,1793,1860,精于农事，善于经营，家道日益兴旺。,11,1,9618
33785,李佳,F,1769,1830,精于农事，善于经营，家道日益兴旺。,10,1,
33786,李华,M,1789,1862,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9619
33787,李燕,F,1796,1868,投笔从戎，保家卫国，战功赫赫。,11,1,9619
33788,李玉,M,1796,1855,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9619
33789,李贞,F,1763,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,10,1,
33790,李超,M,1798,1860,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9620
33791,李荣,F,1784,1847,投笔从戎，保家卫国，战功赫赫。,11,1,9620
33792,李梅,F,1797,,精通医术，悬壶济世，救人无数。,11,1,9620
33793,李美,F,1796,1871,精于农事，善于经营，家道日益兴旺。,11,1,9620
33794,李玉,M,1758,1823,潜心学问，著述丰富，为后世留下宝贵文化遗产。,10,1,
33795,李瑞,F,1789,1866,精通医术，悬壶济世，救人无数。,11,1,9621
33796,李素,F,1780,,一生勤劳朴实，耕读传家。,11,1,9621
33797,李芳,F,1794,1860,性情温和，与邻为善，家庭和睦。,11,1,9621
33798,李妹,F,1763,1822,精通医术，悬壶济世，救人无数。,10,1,
33799,李燕,F,1795,,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9622
33800,李霞,F,1787,1845,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9622
33801,李霞,F,1758,1841,学识渊博，教书育人，桃李满天下。,10,1,
33802,李磊,M,1787,,经商有道，诚信经营，富甲一方。,11,1,9623
33803,李婷,M,1788,1860,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9623
33804,李旭,M,1784,1838,精通医术，悬壶济世，救人无数。,11,1,9623
33805,李环,F,1780,,历经风雨，坚韧不拔，白手起家。,11,1,9623
33806,李涛,M,1764,1833,为人正直，乐于助人，在乡里享有崇高威望。,10,1,
33807,李建,M,1794,1846,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9624
33808,李敏,M,1779,1839,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9624
33809,李莉,F,1780,1855,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9624
33810,李雪,F,1754,1811,性情温和，与邻为善，家庭和睦。,10,1,
33811,李媛,F,1780,1865,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9625
33812,李秀,M,1788,1856,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9625
33813,李琼,F,1779,1864,性情温和，与邻为善，家庭和睦。,11,1,9625
33814,李桂,M,1784,1861,精通医术，悬壶济世，救人无数。,11,1,9625
33815,李佳,F,1753,1821,性情温和，与邻为善，家庭和睦。,10,1,
33816,李芳,F,1789,1864,性情温和，与邻为善，家庭和睦。,11,1,9626
33817,李兰,F,1789,1873,精于农事，善于经营，家道日益兴旺。,11,1,9626
33818,李荣,F,1759,1839,经商有道，诚信经营，富甲一方。,10,1,
33819,李娟,F,1790,1847,精通医术，悬壶济世，救人无数。,11,1,9627
33820,李莉,F,1781,1832,历经风雨，坚韧不拔，白手起家。,11,1,9627
33821,李秀,M,1784,1859,精通医术，悬壶济世，救人无数。,11,1,9627
33822,李桂,M,1748,1818,一生勤劳朴实，耕读传家。,10,1,
33823,李美,F,1773,,一生勤劳朴实，耕读传家。,11,1,9628
33824,李桂,M,1744,1810,学识渊博，教书育人，桃李满天下。,10,1,
33825,李芳,F,1775,1858,一生勤劳朴实，耕读传家。,11,1,9629
33826,李强,M,1772,1850,性情温和，与邻为善，家庭和睦。,11,1,9629
33827,李华,M,1771,,经商有道，诚信经营，富甲一方。,11,1,9629
33828,李玲,M,1748,,精于农事，善于经营，家道日益兴旺。,10,1,
33829,李珍,M,1775,1839,经商有道，诚信经营，富甲一方。,11,1,9630
33830,李云,M,1783,1854,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9630
33831,李霞,F,1759,1832,学识渊博，教书育人，桃李满天下。,10,1,
33832,李玲,F,1784,,学识渊博，教书育人，桃李满天下。,11,1,9631
33833,李兰,F,1750,1809,一生勤劳朴实，耕读传家。,10,1,
33834,李婷,M,1787,,历经风雨，坚韧不拔，白手起家。,11,1,9632
33835,李玉,M,1753,1833,学识渊博，教书育人，桃李满天下。,10,1,
33836,李建,M,1788,1873,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9633
33837,李瑞,F,1779,1863,历经风雨，坚韧不拔，白手起家。,11,1,9633
33838,李英,M,1790,1853,投笔从戎，保家卫国，战功赫赫。,11,1,9633
33839,李梅,F,1748,1810,为人正直，乐于助人，在乡里享有崇高威望。,10,1,
33840,李杰,M,1771,1824,精于农事，善于经营，家道日益兴旺。,11,1,9634
33841,李娟,F,1782,,学识渊博，教书育人，桃李满天下。,11,1,9634
33842,李洋,M,1748,1815,性情温和，与邻为善，家庭和睦。,10,1,
33843,李燕,M,1779,1859,性情温和，与邻为善，家庭和睦。,11,1,9635
33844,李珍,M,1774,,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9635
33845,李玉,M,1753,1806,性情温和，与邻为善，家庭和睦。,10,1,
33846,李燕,M,1779,1842,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9636
33847,李云,M,1784,1858,精通医术，悬壶济世，救人无数。,11,1,9636
33848,李芳,M,1759,1840,投笔从戎，保家卫国，战功赫赫。,10,1,
33849,李素,F,1783,1834,精于农事，善于经营，家道日益兴旺。,11,1,9637
33850,李霞,F,1782,1855,性情温和，与邻为善，家庭和睦。,11,1,9637
33851,李红,F,1792,,精于农事，善于经营，家道日益兴旺。,11,1,9637
33852,李燕,M,1781,1843,精通医术，悬壶济世，救人无数。,11,1,9637
33853,李瑞,F,1756,1832,历经风雨，坚韧不拔，白手起家。,10,1,
33854,李媛,F,1790,1842,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9638
33855,李敏,M,1784,1856,历经风雨，坚韧不拔，白手起家。,11,1,9638
33856,李玉,F,1750,1804,精通医术，悬壶济世，救人无数。,10,1,
33857,李素,F,1778,1845,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9639
33858,李雪,M,1773,1832,精于农事，善于经营，家道日益兴旺。,11,1,9639
33859,李真,F,1746,1813,精于农事，善于经营，家道日益兴旺。,10,1,
33860,李莺,F,1775,1825,学识渊博，教书育人，桃李满天下。,11,1,9640
33861,李莺,F,1771,1837,投笔从戎，保家卫国，战功赫赫。,11,1,9640
33862,李兰,F,1763,1819,经商有道，诚信经营，富甲一方。,10,1,
33863,李婷,M,1793,1876,精通医术，悬壶济世，救人无数。,11,1,9641
33864,李艳,F,1786,1840,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9641
33865,李珍,M,1783,1851,精通医术，悬壶济世，救人无数。,11,1,9641
33866,李敏,M,1768,1839,经商有道，诚信经营，富甲一方。,10,1,
33867,李素,F,1796,1856,经商有道，诚信经营，富甲一方。,11,1,9642
33868,李萍,F,1794,1849,投笔从戎，保家卫国，战功赫赫。,11,1,9642
33869,李艳,M,1783,1840,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9642
33870,李桂,M,1759,1841,学识渊博，教书育人，桃李满天下。,10,1,
33871,李媛,F,1796,1857,精通医术，悬壶济世，救人无数。,11,1,9643
33872,李巧,F,1795,,历经风雨，坚韧不拔，白手起家。,11,1,9643
33873,李梅,F,1765,1836,精通医术，悬壶济世，救人无数。,10,1,
33874,李荣,M,1797,1873,精于农事，善于经营，家道日益兴旺。,11,1,9644
33875,李丽,M,1789,1840,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9644
33876,李梅,M,1788,1857,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9644
33877,李巧,F,1757,1818,为人正直，乐于助人，在乡里享有崇高威望。,10,1,
33878,李荣,M,1772,,经商有道，诚信经营，富甲一方。,11,1,9645
33879,李莉,F,1783,,一生勤劳朴实，耕读传家。,11,1,9645
33880,李华,F,1779,,精通医术，悬壶济世，救人无数。,11,1,9645
33881,李燕,F,1752,1814,精通医术，悬壶济世，救人无数。,10,1,
33882,李兰,M,1781,1848,一生勤劳朴实，耕读传家。,11,1,9646
33883,李娟,F,1753,1806,学识渊博，教书育人，桃李满天下。,10,1,
33884,李艳,M,1776,,精通医术，悬壶济世，救人无数。,11,1,9647
33885,李玉,M,1778,1853,精通医术，悬壶济世，救人无数。,11,1,9647
33886,李艳,M,1779,1845,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9647
33887,李琳,F,1761,1839,历经风雨，坚韧不拔，白手起家。,10,1,
33888,李凡,F,1787,1860,经商有道，诚信经营，富甲一方。,11,1,9648
33889,李伟,M,1779,1836,精通医术，悬壶济世，救人无数。,11,1,9648
33890,李兰,F,1781,,经商有道，诚信经营，富甲一方。,11,1,9648
33891,李凤,F,1753,1831,精通医术，悬壶济世，救人无数。,10,1,
33892,李娜,M,1776,1835,一生勤劳朴实，耕读传家。,11,1,9649
33893,李秀,M,1786,1842,历经风雨，坚韧不拔，白手起家。,11,1,9649
33894,李敏,M,1778,1860,性情温和，与邻为善，家庭和睦。,11,1,9649
33895,李妹,F,1747,1823,学识渊博，教书育人，桃李满天下。,10,1,
33896,李月,F,1770,1838,投笔从戎，保家卫国，战功赫赫。,11,1,9650
33897,李燕,M,1781,1841,精于农事，善于经营，家道日益兴旺。,11,1,9650
33898,李云,F,1784,1843,投笔从戎，保家卫国，战功赫赫。,11,1,9650
33899,李芳,M,1775,1834,潜心学问，著述丰富，为后世留下宝贵文化遗产。,11,1,9650
33900,李志,M,1738,1818,精通医术，悬壶济世，救人无数。,10,1,
33901,李军,M,1776,1857,精于农事，善于经营，家道日益兴旺。,11,1,9651
33902,李荣,F,1738,,性情温和，与邻为善，家庭和睦。,10,1,
33903,李娟,F,1776,1837,投笔从戎，保家卫国，战功赫赫。,11,1,9652
33904,李佳,F,1774,,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9652
33905,李凡,F,1768,1825,为人正直，乐于助人，在乡里享有崇高威望。,11,1,9652
